term,category,hasSyn,id,ext_id,remark
prolongation,structure,0,1607,,
prolonged,direction,0,1608,,
promeso,position,0,1609,,
promesonotal,position,0,1610,,
promesonotum,structure,0,1611,,
promesosonal,position,0,1612,,
promesosotal,position,0,1613,,
prominence,character,1,1614,,
prone,orientation,0,1615,,
pronotal,position,0,1616,,
pronotum,structure,0,1617,,
pronounced,prominence,0,1618,,
pronounced,manifestation,0,1619,,
proper,structure,0,1620,,
propleura,structure,0,1621,,
propodeal,position,0,1622,,
propodeum,structure,0,1623,,
proportionate,ratio,0,1624,,
proposed,presence,0,1625,,
prothoracic,position,0,1626,,
prothorax,structure,0,1627,,
protibia,structure,0,1628,,
protracted,direction,0,1629,,
protruding,orientation,0,1630,,
protrusible,direction,0,1631,,
protrusion,structure,0,1632,,
protuberant,shape,0,1633,,
protuberences,structure,0,1634,,
provided,presence,0,1635,,
proximal,position,0,1636,,
pruinose,coating,0,1637,,
pseudobranchiae,structure,0,1638,,
pterotic,position,0,1639,,
pterygoids,structure,0,1640,,
pubecence,surface_sculpture,1,1641,,
puncta,structure,0,1642,,
punctate,surface_sculpture,1,1643,,
punctate_granulate,surface_sculpture,0,1644,,
punctate_rugulose,surface_sculpture,1,1645,,
punctate_striate,surface_sculpture,1,1646,,
punctatereticulate,surface_sculpture,0,1647,,
punctation,structure,0,1648,,
punctuate_perlate,surface_sculpture,0,1649,,
punctuation,structure,1,1650,,
punctulopubescent,surface_sculpture,0,1651,,
punctures,structure,1,1652,,
puncturing,surface_sculpture,0,1653,,
pupation,structure,0,1654,,
pupil,structure,0,1655,,
purple,coloration,1,1656,,
pyriform,shape,0,1657,,
quadrate,shape,1,1658,,
quadrate_oval,shape,0,1659,,
quadridentate,shape,0,1660,,
quadrituberculate,shape,0,1661,,
quarter,ratio,0,1662,,
queen,life_style,0,1663,,
radiais,structure,0,1664,,
radial,arrangement,1,1665,,
radials,structure,0,1666,,
radiate,architecture,0,1667,,
radius,structure,0,1668,,
rainforest,structure,0,1669,,
raised,development,0,1670,,
random,density,0,1671,,
range,structure,0,1672,,
rare,density,0,1673,,
ray,structure,1,1674,,
real,presence,0,1675,,
rear,position,1,1676,,
rearward,direction,0,1677,,
reception,structure,0,1678,,
recessed,presence,0,1679,,
reclinate,development,0,1680,,
recognizable,presence,0,1681,,
recorded,presence,0,1682,,
rectangular,shape,0,1683,,
recumbent,architecture,0,1684,,
recurrent,arrangement,0,1685,,
recurved,shape,0,1686,,
red,coloration,1,1687,,
red_black,coloration,0,1688,,
red_brown,coloration,1,1689,,
reddish_orange,coloration,0,1690,,
reddish_yellow,coloration,1,1691,,
redescription,structure,0,1692,,
reduced,intensity_level,0,1693,,
reduced,size,0,1694,,
reflect,reflectance,1,1695,,
reflexed,reflectance,0,1696,,
region,structure,1,1697,,
regular,architecture,0,1698,,
regular,normality,0,1699,,
regularly_spaced,arrangement,0,1700,,
remainder,structure,0,1701,,
remarkable,prominence,0,1702,,
remiform,shape,0,1703,,
renamed,presence,0,1704,,
rendered,presence,0,1705,,
reniform,shape,0,1706,,
repeated,presence,0,1707,,
representative,presence,1,1708,,
reproductive,reproduction,0,1709,,
resembles,comparison,1,1710,,
restricted,presence,0,1711,,
retained,presence,0,1712,,
reticular,surface_sculpture,1,1713,,
reticulate_foveolate,surface_sculpture,0,1714,,
reticulate_granulate,surface_sculpture,0,1715,,
reticulate_puncate,surface_sculpture,1,1716,,
reticulate_striolate,surface_sculpture,1,1717,,
reticulatelyrugose,surface_sculpture,1,1718,,
reticulatepuncturation,surface_sculpture,0,1719,,
reticulation,structure,1,1720,,
reticulum,structure,0,1721,,
retractable,arrangement,0,1722,,
retracted,presence,1,1723,,
rhabdurus,structure,0,1724,,
rhomboid,shape,1,1725,,
rich,density,0,1726,,
ridge,structure,1,1727,,
right,position,0,1728,,
right,direction,0,1729,,
right_angular,shape,1,1730,,
right_subtriangular,shape,0,1731,,
rigid,external_texture,0,1732,,
rim,structure,0,1733,,
rimmed,presence,0,1734,,
rimosus,structure,0,1735,,
ring,structure,1,1736,,
ringlike,shape,0,1737,,
ripe,external_texture,0,1738,,
rise,direction,1,1739,,
rising,development,0,1740,,
robust,size,0,1741,,
robusta,structure,0,1742,,
rogeri,structure,0,1743,,
romboid,structure,0,1744,,
rotten,external_texture,0,1745,,
rotundate,shape,0,1746,,
rough,surface_sculpture,1,1747,,
roughened,surface_configuration,0,1748,,
round,shape,1,1749,,
round_bottomed,shape,0,1750,,
round_edged,shape,0,1751,,
roundedtriangular,shape,0,1752,,
row,structure,1,1753,,
rudiment,manifestation,1,1754,,
rufescent,coloration,0,1755,,
rufo_castaneous,surface_sculpture,0,1756,,
rufo_ferruginous,surface_sculpture,0,1757,,
rufo_fulvous,surface_sculpture,0,1758,,
rufo_piceous,coloration,0,1759,,
rufo_piceous,shape,0,1760,,
rufo_testaceous,shape,0,1761,,
rufofuscous,coloration,0,1762,,
rufopiceous,coloration,0,1763,,
rufotestaceous,coloration,0,1764,,
rufous,coloration,1,1765,,
ruga,structure,1,1766,,
rugoreticular,surface_sculpture,1,1767,,
rugose,surface_sculpture,0,1768,,
rugose_punctate,surface_sculpture,1,1769,,
rugosereticulate,surface_sculpture,0,1770,,
rugosestriate,surface_sculpture,0,1771,,
rugosity,structure,0,1772,,
rugoso_reticulation,surface_sculpture,1,1773,,
rugula,structure,1,1774,,
rugular,surface_sculpture,1,1775,,
rugulation,surface_sculpture,0,1776,,
rugulose_carinulate,surface_sculpture,0,1777,,
rugulose_punctate,surface_sculpture,0,1778,,
ruguloso_striate,surface_sculpture,0,1779,,
rugulosoreticulate,surface_sculpture,0,1780,,
running,architecture,0,1781,,
running,course,0,1782,,
rusty,coloration,0,1783,,
rusty_red,coloration,0,1784,,
saddle,structure,1,1785,,
saddle_like,shape,1,1786,,
saddle_shaped,shape,0,1787,,
sagittal,shape,1,1788,,
salient,orientation,0,1789,,
salivary,structure,0,1790,,
salta,distribution,0,1791,,
same,comparison,0,1792,,
sandpaperlike,surface_sculpture,0,1793,,
sandy,surface_sculpture,0,1794,,
scabrous,surface_sculpture,0,1795,,
scale,structure,1,1796,,
scale_like,shape,1,1797,,
scalloped,shape,0,1798,,
scanty,density,1,1799,,
scape,structure,1,1800,,
scapular,shape,0,1801,,
scarce,density,0,1802,,
scattered,density,0,1803,,
scimitar_shaped,shape,0,1804,,
sclerites,structure,0,1805,,
sclerotised,surface_sculpture,1,1806,,
scotti_group,group,0,1807,,
scratches,structure,0,1808,,
scries,structure,0,1809,,
scrobal,position,0,1810,,
scrobe,structure,1,1811,,
scrobe_like,shape,0,1812,,
scrobiculate,relief,0,1813,,
scruffy,structure,0,1814,,
sculp,surface_sculpture,0,1815,,
sculpted,surface_sculpture,1,1816,,
sculpture,structure,1,1817,,
sculpture_free,surface_sculpture,0,1818,,
scutellum,structure,0,1819,,
scuto,surface_sculpture,0,1820,,
scutoscutellar,surface_sculpture,0,1821,,
scutum,structure,0,1822,,
scythe_shaped,shape,0,1823,,
second,position,0,1824,,
section,structure,1,1825,,
sector,structure,0,1826,,
seen,presence,0,1827,,
segment,structure,1,1828,,
segmental,shape,1,1829,,
segmented,structure,0,1830,,
semicirclet,shape,1,1831,,
semicircular,arrangement,0,1832,,
semidecumbent,shape,0,1833,,
semierect,shape,0,1834,,
semiglobose,shape,0,1835,,
semiliquid,architecture,0,1836,,
semitranslucent,reflectance,0,1837,,
semitransparent,reflectance,0,1838,,
sensilla,structure,1,1839,,
sensorial,shape,0,1840,,
separable,differentiation,0,1841,,
separate,arrangement,1,1842,,
sequence,arrangement,0,1843,,
sericeous,surface_sculpture,0,1844,,
series,structure,0,1845,,
serket,structure,0,1846,,
serrae,structure,0,1847,,
serrate,shape,1,1848,,
sessile,position,0,1849,,
set,structure,0,1850,,
setaceous,shape,0,1851,,
setae,structure,1,1852,,
setal,shape,0,1853,,
setiform,shape,0,1854,,
setigerous,surface_sculpture,0,1855,,
setose,surface_sculpture,0,1856,,
seventeenth,position,0,1857,,
seventh,count,0,1858,,
several,density,0,1859,,
sexuality,reproduction,0,1860,,
sexuals,reproduction,0,1861,,
shaded,coloration,0,1862,,
shaft,structure,0,1863,,
shagreen,coloration,1,1864,,
shallow,depth,1,1865,,
shape,character,1,1866,,
sharkfin,shape,0,1867,,
sharp,shape,1,1868,,
sharp_edged,shape,0,1869,,
sheath,structure,0,1870,,
sheen,structure,0,1871,,
shelf,structure,0,1872,,
shelf_like,shape,0,1873,,
shelve,shape,0,1874,,
shield,architecture,0,1875,,
shield_like,shape,1,1876,,
shifted,arrangement,0,1877,,
shinier,reflectance,0,1878,,
shining,surface_sculpture,1,1879,,
shiny,reflectance,0,1880,,
short,length,1,1881,,
short_cylindrical,shape,0,1882,,
short_denticulate,shape,0,1883,,
short_elliptical,shape,0,1884,,
short_oval,shape,0,1885,,
short_spiniform,shape,0,1886,,
shortened,size,0,1887,,
shorter,size,1,1888,,
shovel_like,shape,0,1889,,
sibling,life_style,0,1890,,
sichuanensis,structure,0,1891,,
sickleshaped,shape,0,1892,,
side,position,0,1893,,
sided,architecture,0,1894,,
sides,structure,0,1895,,
sidewards,direction,0,1896,,
sideways,position,0,1897,,
sight,presence,0,1898,,
sigmoidal,shape,0,1899,,
sign,structure,0,1900,,
silken,coloration,1,1901,,
silver,coloration,1,1902,,
silvery_grey,coloration,0,1903,,
silvery_white,coloration,1,1904,,
similar,comparison,1,1905,,
simple,comparison,0,1906,,
sinensis,structure,0,1907,,
single,count,0,1908,,
sinuate,shape,0,1909,,
sinuous,course,0,1910,,
site,structure,0,1911,,
sitting,location,0,1912,,
situate,presence,1,1913,,
six,count,0,1914,,
sixteenth,position,0,1915,,
sixth,position,0,1916,,
size,character,1,1917,,
skin,structure,0,1918,,
slanted,surface_sculpture,1,1919,,
slender,shape,0,1920,,
slick,surface_sculpture,0,1921,,
slight,intensity_level,0,1922,,
slit,structure,0,1923,,
slit_shaped,shape,0,1924,,
sliver,size,0,1925,,
slope,shape,1,1926,,
small,size,1,1927,,
smalleyed,size,0,1928,,
smeared,coloration,0,1929,,
smoky,coloration,0,1930,,
smooth,surface_sculpture,1,1931,,
snail,structure,0,1932,,
snorter,structure,0,1933,,
snout,structure,0,1934,,
snout_vent,position,0,1935,,
snowwhite,coloration,0,1936,,
sock_shaped,shape,0,1937,,
socket,structure,1,1938,,
soft,intensity_level,0,1939,,
soft,external_texture,0,1940,,
softer,density,0,1941,,
soil,structure,0,1942,,
sole,density,0,1943,,
solid,architecture,0,1944,,
solitary,arrangement,0,1945,,
solitary,habit,0,1946,,
some,density,0,1947,,
somites,structure,0,1948,,
songdaensis,structure,0,1949,,
songmaensis,structure,0,1950,,
sooty_black,coloration,0,1951,,
sort,structure,0,1952,,
space,structure,1,1953,,
spaced_out,arrangement,0,1954,,
sparkle,reflectance,0,1955,,
sparse,density,1,1956,,
spatulate,shape,0,1957,,
specimens,structure,0,1958,,
spectral,shape,0,1959,,
speculum,structure,0,1960,,
sphaerical,shape,0,1961,,
sphenotic,structure,0,1962,,
spherical,shape,0,1963,,
spindle_shaped,shape,0,1964,,
spine,structure,0,1965,,
spine_like,shape,1,1966,,
spinel,shape,0,1967,,
spines,structure,0,1968,,
spiniform,structure,0,1969,,
spinkled,shape,0,1970,,
spinose,architecture,0,1971,,
spinule,structure,1,1972,,
spiracle,structure,1,1973,,
spiracular,structure,0,1974,,
spongiform,shape,0,1975,,
spoon_shaped,shape,1,1976,,
spot,structure,1,1977,,
spread,density,0,1978,,
spreading,density,0,1979,,
sprinkled,density,1,1980,,
spur,structure,1,1981,,
squamate,surface_sculpture,1,1982,,
squamiform,shape,0,1983,,
square,shape,1,1984,,
stages,structure,0,1985,,
stain,structure,0,1986,,
stained,coloration,0,1987,,
stalked,architecture,0,1988,,
stand,architecture,0,1989,,
standard,structure,0,1990,,
standing,orientation,0,1991,,
station,structure,0,1992,,
stature,structure,0,1993,,
steel_blue,coloration,0,1994,,
steep,shape,0,1995,,
stem,structure,0,1996,,
step,structure,0,1997,,
step_like,shape,0,1998,,
sternal,position,0,1999,,
sternite,structure,1,2000,,
sternum,structure,0,2001,,
stiff,architecture,0,2002,,
stiff,external_texture,1,2003,,
stigma,structure,0,2004,,
stopping,absence,0,2005,,
stout,size,0,2006,,
stout,fragility,0,2007,,
stout_based,shape,0,2008,,
stouter,fragility,0,2009,,
straddling,shape,0,2010,,
straight,direction,1,2011,,
strangulated,shape,0,2012,,
straw_colored,coloration,0,2013,,
stray,life_style,0,2014,,
streak_like,coloration,0,2015,,
streaks,structure,0,2016,,
streamers,coloration,0,2017,,
strength,external_texture,1,2018,,
stretch,size,1,2019,,
striae,structure,0,2020,,
striate,surface_sculpture,1,2021,,
striate_foveolate,surface_sculpture,0,2022,,
striation,structure,1,2023,,
striato,surface_sculpture,0,2024,,
striatopunctate,surface_sculpture,0,2025,,
striatorugose,surface_sculpture,0,2026,,
stridulatory,structure,0,2027,,
strigil,structure,0,2028,,
strigose,surface_sculpture,1,2029,,
striking,reflectance,0,2030,,
striolate,surface_sculpture,0,2031,,
striolatepunctate,surface_sculpture,0,2032,,
strip,structure,1,2033,,
stripe,structure,1,2034,,
striped,shape,0,2035,,
strong,intensity_level,0,2036,,
strong,external_texture,1,2037,,
stronger,intensity_level,0,2038,,
structure,structure,0,2039,,
structured,architecture,0,2040,,
stubble,external_texture,0,2041,,
sub_por,shape,0,2042,,
subacute,shape,0,2043,,
subangular,shape,1,2044,,
subantennal,position,0,2045,,
subapical,position,0,2046,,
subappressed,shape,0,2047,,
subarmata,shape,0,2048,,
subcampaniform,shape,0,2049,,
subcarinated,shape,0,2050,,
subcircular,shape,0,2051,,
subclavata,shape,1,2052,,
subclavato,position,0,2053,,
subconfluent,structure,0,2054,,
subconical,shape,0,2055,,
subcontiguous,arrangement,0,2056,,
subcontinuous,arrangement,0,2057,,
subcordate,shape,0,2058,,
subcorneal,shape,0,2059,,
subcornical,shape,0,2060,,
subcuboidal,shape,0,2061,,
subcylindical,shape,0,2062,,
subcylindrical,shape,0,2063,,
subdecumbent,surface_sculpture,0,2064,,
subdecument,surface_sculpture,0,2065,,
subdentate,shape,1,2066,,
subdivided,arrangement,0,2067,,
subelliptical,shape,0,2068,,
subelongate,shape,0,2069,,
subemarginate,position,0,2070,,
subequal,variability,0,2071,,
suberect,orientation,0,2072,,
subfalcate,surface_sculpture,0,2073,,
subfiliform,shape,0,2074,,
subgeneric,shape,0,2075,,
subgenital,shape,0,2076,,
subglobose,shape,1,2077,,
subhexagonal,position,0,2078,,
subhyaline,coloration,0,2079,,
subiateral,shape,0,2080,,
sublateral,position,0,2081,,
sublinear,shape,0,2082,,
sublucid,surface_sculpture,0,2083,,
submarginal,position,0,2084,,
submarginate,shape,1,2085,,
submargins,structure,0,2086,,
submedian,position,0,2087,,
submoniliform,shape,0,2088,,
suboblong,shape,0,2089,,
suboctagonal,shape,0,2090,,
subocular,shape,0,2091,,
subopake,shape,0,2092,,
subopaque,surface_sculpture,0,2093,,
suborbicular,shape,1,2094,,
suboval,shape,1,2095,,
subparallel,shape,0,2096,,
subpedunculate,shape,0,2097,,
subpentagonal,shape,0,2098,,
subpetiolar,position,0,2099,,
subpolished,reflectance,0,2100,,
subpostpetiolar,position,0,2101,,
subprismatic,shape,0,2102,,
subquadrate,shape,1,2103,,
subrectangular,shape,0,2104,,
subrecumbent,shape,0,2105,,
subrugose,surface_sculpture,0,2106,,
subsemicircular,shape,0,2107,,
subsequent,arrangement,0,2108,,
subsericeous,surface_sculpture,0,2109,,
subsessile,shape,0,2110,,
subsiding,position,0,2111,,
subspinose,shape,0,2112,,
substantial,prominence,0,2113,,
substriate,surface_sculpture,0,2114,,
subsulcate,shape,0,2115,,
subtended,shape,0,2116,,
subterminal,position,0,2117,,
subterranean,structure,0,2118,,
subtrapezoid,shape,1,2119,,
subtriangular,shape,0,2120,,
subtruncate,shape,0,2121,,
subtuberculate,shape,0,2122,,
subvertical,position,0,2123,,
sufficient,intensity_level,0,2124,,
sugar,structure,0,2125,,
sulcate,architecture,0,2126,,
sulcus,structure,0,2127,,
summit,position,0,2128,,
sunk,manifestation,0,2129,,
sunken,prominence,0,2130,,
superficial,density,0,2131,,
superficial,insertion,0,2132,,
superficial,position,0,2133,,
superimposed,position,0,2134,,
superior,insertion,0,2135,,
superior,position,0,2136,,
supermajor,intensity_level,0,2137,,
suppressed,depth,1,2138,,
supra,position,0,2139,,
supra_abdominal,position,0,2140,,
supraocular,position,0,2141,,
surface,structure,0,2142,,
surface_sculpture,structure,0,2143,,
surface_sculpture_like,surface_sculpture,0,2144,,
surfaces,structure,0,2145,,
surpassed,direction,1,2146,,
surrounded,arrangement,0,2147,,
survive,presence,0,2148,,
suspect,structure,0,2149,,
suture,structure,1,2150,,
swarms,structure,0,2151,,
swollen,shape,0,2152,,
symmetric,shape,1,2153,,
sympatric,structure,0,2154,,
symphysis,structure,0,2155,,
syntergite,structure,0,2156,,
system,structure,0,2157,,
systematics,structure,0,2158,,
tabulated,presence,0,2159,,
tail,structure,0,2160,,
tall,height,1,2161,,
tangled,shape,0,2162,,
taper,shape,1,2163,,
tarsal,position,0,2164,,
tarsus,structure,1,2165,,
tawny,coloration,0,2166,,
tawny_orange,coloration,0,2167,,
tawny_yellow,coloration,0,2168,,
teardrop_shaped,shape,0,2169,,
tegula,structure,0,2170,,
temperate,intensity_level,0,2171,,
temple,structure,1,2172,,
temporary,age,0,2173,,
ten,count,0,2174,,
tending,direction,0,2175,,
teneral,life_style,0,2176,,
tenth,count,0,2177,,
tenth,position,0,2178,,
tentorial,shape,0,2179,,
terete,shape,0,2180,,
tergal,structure,0,2181,,
tergite,structure,1,2182,,
tergosternal,position,0,2183,,
tergum,structure,0,2184,,
termed,structure,0,2185,,
terminal,position,1,2186,,
territory,structure,0,2187,,
testaceous,shape,0,2188,,
testaceous_brown,coloration,0,2189,,
testaceousyellow,coloration,0,2190,,
tetra,structure,0,2191,,
texture,surface_sculpture,0,2192,,
thallate,structure,0,2193,,
them,substance,0,2194,,
thick,thickness,1,2195,,
thick_bodied,thickness,0,2196,,
thicksquamiform,shape,0,2197,,
thin,intensity_level,0,2198,,
thinner,prominence,0,2199,,
third,count,0,2200,,
thirteenth,position,0,2201,,
thoraceque,structure,0,2202,,
thoracic,position,0,2203,,
thorax,structure,0,2204,,
thorax_shaped,shape,0,2205,,
thorn,structure,0,2206,,
three,count,0,2207,,
three_jointed,count,0,2208,,
three_segmented,architecture,0,2209,,
threesegmented,count,0,2210,,
thrice,count,0,2211,,
through,direction,0,2212,,
thyridium,structure,1,2213,,
tianquanensis,structure,0,2214,,
tibia,structure,1,2215,,
tibial,position,0,2216,,
tibise,structure,0,2217,,
tigerstriped,coloration,0,2218,,
tilted,coloration,0,2219,,
timid,coloration,0,2220,,
tinge,coloration,1,2221,,
tinted,coloration,0,2222,,
tiny,size,0,2223,,
tip,structure,1,2224,,
tipped,shape,0,2225,,
tissue,structure,0,2226,,
tolerable,manifestation,0,2227,,
tomentum,structure,0,2228,,
tongue,structure,0,2229,,
tooth,structure,1,2230,,
toothed,shape,0,2231,,
toothed,architecture,0,2232,,
toothless,architecture,0,2233,,
toothlike,shape,0,2234,,
top,position,1,2235,,
torulus,structure,0,2236,,
torus,structure,0,2237,,
towards,direction,0,2238,,
towering,position,0,2239,,
trace,structure,1,2240,,
track,structure,0,2241,,
tract,structure,0,2242,,
transcutal,position,0,2243,,
translucent,coloration,0,2244,,
transocular,structure,0,2245,,
transparent,coloration,0,2246,,
transscutal,direction,0,2247,,
transversal,orientation,1,2248,,
transverse,dehiscence,0,2249,,
transverso_medial,orientation,0,2250,,
tranverse,orientation,0,2251,,
trapezoid,shape,1,2252,,
traversed,orientation,0,2253,,
trench,structure,0,2254,,
trenchant,shape,0,2255,,
triangle,shape,1,2256,,
triangle,structure,0,2257,,
tribe,group,0,2258,,
tricolorous,coloration,1,2259,,
tricuspidate,shape,0,2260,,
tridentate,shape,0,2261,,
trifle,structure,0,2262,,
trilobous,shape,0,2263,,
trimorphic,variability,0,2264,,
trochanter,structure,0,2265,,
truncal,shape,0,2266,,
truncate,shape,1,2267,,
truncation,structure,0,2268,,
trunk,structure,0,2269,,
tubercle,structure,1,2270,,
tubercled,shape,0,2271,,
tubercular,shape,1,2272,,
tuberculate,relief,0,2273,,
tubular,shape,0,2274,,
tucuman,distribution,0,2275,,
tufted,surface_sculpture,0,2276,,
tufted,habit,0,2277,,
tumosity,shape,0,2278,,
tumular,shape,1,2279,,
turreted,architecture,0,2280,,
twelfth,count,0,2281,,
twelve,count,0,2282,,
twelve_jointed,fusion,0,2283,,
twentieth,position,0,2284,,
twice,ratio,0,2285,,
two,count,0,2286,,
two_faced,architecture,0,2287,,
two_layered,architecture,0,2288,,
two_thirds,ratio,0,2289,,
twosegmented,count,0,2290,,
tyloids,structure,0,2291,,
tympanic,position,0,2292,,
typical,normality,0,2293,,
u_shape,shape,1,2294,,
ultimate,position,0,2295,,
umbilicate,shape,0,2296,,
unarmed,architecture,0,2297,,
unbranched,architecture,1,2298,,
unbroken,presence,0,2299,,
uncinate,shape,0,2300,,
unclear,presence,0,2301,,
uncommon,normality,0,2302,,
unconnected,architecture,0,2303,,
unconstricted,architecture,0,2304,,
under,position,0,2305,,
undercurved,position,0,2306,,
underlain,position,0,2307,,
underlying,prominence,0,2308,,
underneath,position,0,2309,,
undescribed,presence,0,2310,,
undetermined,presence,0,2311,,
undeveloped,development,0,2312,,
undifferentiated,differentiation,0,2313,,
unequal,comparison,0,2314,,
uneven,comparison,0,2315,,
unguis,structure,0,2316,,
unicolor,coloration,1,2317,,
uniform,variability,0,2318,,
uninterrupted,architecture,0,2319,,
unique,variability,0,2320,,
unite,fusion,1,2321,,
unknown,absence,0,2322,,
unlike,comparison,0,2323,,
unmarked,presence,0,2324,,
unmodified,presence,0,2325,,
unobstructed,presence,0,2326,,
unpigmented,coloration,0,2327,,
unremarkable,prominence,0,2328,,
unrepresentative,presence,0,2329,,
unsculptured,surface_sculpture,0,2330,,
unsegmented,architecture,0,2331,,
unusual,normality,0,2332,,
upcurved,shape,0,2333,,
upper,position,1,2334,,
upright,direction,0,2335,,
upturned,direction,0,2336,,
upward,direction,1,2337,,
v_shaped,shape,0,2338,,
variability,character,1,2339,,
variable,density,0,2340,,
variegated,coloration,0,2341,,
various,count,0,2342,,
vast,size,0,2343,,
vaulted,architecture,0,2344,,
vein,structure,1,2345,,
veined,architecture,0,2346,,
venation,character,0,2347,,
vent,structure,0,2348,,
vent_caudal,position,0,2349,,
ventral,position,1,2350,,
ventrite,structure,0,2351,,
ventro_cephalad,direction,0,2352,,
ventrolateral,position,0,2353,,
verge,structure,0,2354,,
vermiculata,structure,0,2355,,
vermiculate,shape,0,2356,,
vertex,structure,0,2357,,
vertexal,position,0,2358,,
vertical,direction,0,2359,,
very,intensity_level,0,2360,,
vestibule,structure,0,2361,,
vestigial,manifestation,0,2362,,
vicinity,position,0,2363,,
violaceous,coloration,0,2364,,
violet,coloration,0,2365,,
virtual,shape,0,2366,,
virtue,shape,0,2367,,
visible,presence,0,2368,,
visible,manifestation,0,2369,,
vivid,intensity_level,0,2370,,
volsellar,shape,0,2371,,
voluminous,intensity_level,0,2372,,
vomer,structure,0,2373,,
waist,structure,0,2374,,
wall,structure,0,2375,,
walled,architecture,0,2376,,
wanting,presence,0,2377,,
warm,coloration,0,2378,,
warrior,life_style,0,2379,,
wavy,shape,0,2380,,
weak,intensity_level,1,2381,,
wedge,shape,1,2382,,
well,prominence,0,2383,,
well_behind,position,0,2384,,
well_defined,presence,0,2385,,
well_developed,development,0,2386,,
well_expressed,prominence,0,2387,,
well_formed,prominence,0,2388,,
well_impressed,prominence,0,2389,,
well_separated,arrangement,0,2390,,
welldefined,prominence,0,2391,,
welldeveloped,prominence,0,2392,,
wellmarked,prominence,0,2393,,
wellspaced,prominence,0,2394,,
weltlike,shape,0,2395,,
white,coloration,1,2396,,
whorled,arrangement,0,2397,,
whorls,structure,0,2398,,
wide,width,1,2399,,
wide_celled,architecture,0,2400,,
widelyspaced,width,0,2401,,
widespread,density,0,2402,,
wig,structure,0,2403,,
wing,structure,1,2404,,
wing_like,shape,0,2405,,
winged,architecture,0,2406,,
wingless,architecture,0,2407,,
without,absence,0,2408,,
without,presence,0,2409,,
wood,structure,0,2410,,
worker,life_style,1,2411,,
worker_female,life_style,1,2412,,
worn,development,0,2413,,
wraparound,arrangement,0,2414,,
wrinkled,surface_sculpture,0,2415,,
wrinkles,structure,0,2416,,
xiii,count,0,2417,,
y_shaped,shape,0,2418,,
yellow,coloration,1,2419,,
yellow_orange,coloration,1,2420,,
yellow_red,coloration,0,2421,,
yellow_white,coloration,0,2422,,
yellowish_brown,coloration,1,2423,,
yellowish_ferruginous,coloration,0,2424,,
yellowish_green,coloration,0,2425,,
yellowish_white,coloration,0,2426,,
yielding,presence,0,2427,,
young,age,0,2428,,
zone,structure,0,2429,,
FALSE,derivation,0,2430,,
TRUE,derivation,0,2431,,
